timestamps,CP5,F5,C3,CP3,CP6,F6,C4,CP4,stim
1601067925549.0,-23394.966796875,18033.96875,12231.544921875,-38083.015625,-19756.884765625,-458.5907287597656,678.1295776367188,-52883.2421875,0.0
1601067925553.0,-23395.1015625,18032.091796875,12225.64453125,-38087.171875,-19758.763671875,-458.322509765625,675.4473876953125,-52884.046875,0.0
1601067925557.0,-23396.912109375,18032.6953125,12221.017578125,-38091.1953125,-19766.005859375,-464.6257019042969,669.9488525390625,-52890.08203125,0.0
1601067925561.0,-23396.576171875,18029.005859375,12223.029296875,-38088.17578125,-19769.15625,-469.3866271972656,664.8526611328125,-52894.91015625,0.0
1601067925565.0,-23397.046875,18022.033203125,12226.248046875,-38087.4375,-19771.03515625,-478.0367431640625,662.8410034179688,-52894.77734375,0.0
1601067925569.0,-23399.05859375,18032.0234375,12227.455078125,-38086.96875,-19768.21875,-472.8735046386719,670.7534790039062,-52888.47265625,0.0
1601067925573.0,-23398.052734375,18025.318359375,12225.2421875,-38087.83984375,-19767.94921875,-463.7539978027344,674.17333984375,-52887.19921875,0.0
1601067925577.0,-23397.650390625,18026.994140625,12225.845703125,-38088.3125,-19767.48046875,-460.73651123046875,674.9779663085938,-52885.25390625,0.0
1601067925581.0,-23403.6171875,18030.146484375,12223.69921875,-38091.73046875,-19773.046875,-463.08343505859375,670.3511352539062,-52890.015625,0.0
1601067925585.0,-23407.70703125,18029.87890625,12223.23046875,-38094.2109375,-19776.935546875,-463.48577880859375,671.2899169921875,-52892.8984375,0.0
1601067925589.0,-23409.71875,18030.548828125,12226.44921875,-38096.69140625,-19779.6171875,-467.1737976074219,673.8380126953125,-52895.71484375,0.0
1601067925593.0,-23408.9140625,18027.798828125,12227.521484375,-38095.015625,-19778.74609375,-463.08343505859375,675.4473876953125,-52894.7109375,0.0
1601067925597.0,-23410.79296875,18027.330078125,12224.7724609375,-38096.828125,-19781.361328125,-466.16796875,670.0829467773438,-52897.9296875,0.0
1601067925601.0,-23410.79296875,18032.0234375,12230.0029296875,-38096.2890625,-19782.166015625,-464.75982666015625,668.2724609375,-52900.609375,0.0
1601067925605.0,-23408.244140625,18034.4375,12231.8798828125,-38096.76171875,-19776.3984375,-468.6490173339844,667.8030395507812,-52896.98828125,0.0
1601067925609.0,-23403.28125,18032.158203125,12231.2763671875,-38094.61328125,-19769.759765625,-471.13006591796875,665.7913818359375,-52894.30859375,0.0
1601067925613.0,-23402.74609375,18023.0390625,12228.259765625,-38095.08203125,-19774.25390625,-475.6227722167969,663.4444580078125,-52896.65625,0.0
1601067925617.0,-23402.544921875,18022.501953125,12229.6005859375,-38095.21875,-19775.861328125,-480.3166198730469,663.8468017578125,-52897.79296875,0.0
1601067925621.0,-23401.470703125,18032.828125,12227.857421875,-38095.75390625,-19778.4765625,-481.0542297363281,662.7068481445312,-52898.80078125,0.0
1601067925625.0,-23396.107421875,18034.4375,12227.3876953125,-38090.92578125,-19770.966796875,-465.2292175292969,670.418212890625,-52890.28515625,0.0
1601067925629.0,-23392.017578125,18032.29296875,12227.119140625,-38086.1640625,-19770.6328125,-463.418701171875,671.222900390625,-52889.81640625,0.0
1601067925637.0,-23388.396484375,18028.0,12228.4609375,-38080.8671875,-19765.46875,-457.78607177734375,680.1412353515625,-52883.2421875,0.0
1601067925637.0,-23392.486328125,18026.32421875,12227.25390625,-38085.62890625,-19767.681640625,-461.1388244628906,679.1353759765625,-52886.12890625,0.0
1601067925641.0,-23391.48046875,18026.525390625,12232.4169921875,-38085.09375,-19763.994140625,-456.5790710449219,681.012939453125,-52882.83984375,0.0
1601067925645.0,-23393.9609375,18016.466796875,12231.947265625,-38088.2421875,-19769.828125,-452.68988037109375,677.3248901367188,-52884.71875,0.0
1601067925649.0,-23394.498046875,18010.431640625,12231.6123046875,-38088.84765625,-19770.833984375,-448.66656494140625,678.1966552734375,-52886.05859375,0.0
1601067925653.0,-23392.62109375,18014.25390625,12229.6005859375,-38087.37109375,-19762.31640625,-446.3866882324219,682.3540649414062,-52883.64453125,0.0
1601067925657.0,-23391.14453125,18018.009765625,12227.72265625,-38087.70703125,-19758.2265625,-443.6374206542969,682.8234252929688,-52880.828125,0.0
1601067925665.0,-23392.6875,18017.00390625,12227.72265625,-38092.66796875,-19762.65234375,-449.4041748046875,680.2753295898438,-52882.37109375,0.0
1601067925665.0,-23394.69921875,18014.1875,12224.4375,-38096.9609375,-19763.322265625,-447.526611328125,683.2928466796875,-52881.09765625,0.0
1601067925669.0,-23391.94921875,18018.61328125,12223.69921875,-38093.9453125,-19763.45703125,-443.7044677734375,687.0479125976562,-52879.82421875,0.0
1601067925673.0,-23388.6640625,18028.73828125,12224.90625,-38090.25390625,-19757.689453125,-436.1943054199219,690.7359619140625,-52877.27734375,0.0
1601067925677.0,-23389.603515625,18027.732421875,12222.7607421875,-38091.73046875,-19762.5859375,-438.47418212890625,689.6630859375,-52880.16015625,0.0
1601067925681.0,-23388.126953125,18026.458984375,12226.650390625,-38087.640625,-19758.6953125,-438.94354248046875,691.7417602539062,-52875.46484375,0.0
1601067925685.0,-23388.6640625,18029.54296875,12227.7900390625,-38086.6328125,-19757.01953125,-439.2117614746094,689.6630859375,-52875.1953125,0.0
1601067925693.0,-23384.640625,18031.0859375,12226.44921875,-38083.484375,-19755.142578125,-435.3896179199219,689.8642578125,-52873.65625,0.0
1601067925693.0,-23379.947265625,18037.052734375,12226.3818359375,-38078.921875,-19750.44921875,-432.97564697265625,688.3219604492188,-52871.7109375,0.0
1601067925697.0,-23375.25390625,18037.791015625,12231.4775390625,-38072.5546875,-19746.224609375,-431.0310363769531,690.6018676757812,-52868.625,0.0
1601067925701.0,-23379.27734375,18036.986328125,12231.2763671875,-38076.0390625,-19750.783203125,-431.4333801269531,688.9254760742188,-52872.3125,0.0
1601067925705.0,-23376.59375,18037.119140625,12231.4775390625,-38074.765625,-19748.302734375,-426.538330078125,691.8759155273438,-52871.57421875,0.0
1601067925709.0,-23378.740234375,18033.701171875,12228.125,-38076.84375,-19747.498046875,-431.4333801269531,689.8642578125,-52873.65625,0.0
1601067925713.0,-23383.90234375,18026.861328125,12229.734375,-38079.796875,-19752.4609375,-440.6869812011719,684.2986450195312,-52878.28125,0.0
1601067925721.0,-23385.982421875,18021.96484375,12231.74609375,-38083.08203125,-19756.953125,-443.033935546875,683.15869140625,-52881.09765625,0.0
1601067925721.0,-23379.208984375,18026.123046875,12237.982421875,-38077.91796875,-19752.4609375,-433.7803039550781,688.9254760742188,-52873.98828125,0.0
1601067925725.0,-23378.740234375,18036.583984375,12237.982421875,-38073.69140625,-19751.587890625,-424.8619689941406,693.0828857421875,-52871.84375,0.0
1601067925733.0,-23380.013671875,18033.767578125,12239.189453125,-38073.89453125,-19751.25390625,-427.4100646972656,691.9429321289062,-52870.4375,0.0
1601067925733.0,-23383.232421875,18029.20703125,12237.8486328125,-38074.56640625,-19755.142578125,-426.6724548339844,689.3948364257812,-52872.78125,0.0
1601067925737.0,-23385.244140625,18036.248046875,12237.982421875,-38074.36328125,-19758.62890625,-429.4217224121094,686.8467407226562,-52875.1953125,0.0
1601067925741.0,-23382.5625,18040.740234375,12240.7314453125,-38072.6875,-19753.8671875,-420.9727478027344,688.8583984375,-52870.4375,0.0
1601067925749.0,-23381.220703125,18032.76171875,12239.6591796875,-38072.75390625,-19750.046875,-420.8386535644531,686.2432250976562,-52869.96484375,0.0
1601067925749.0,-23374.8515625,18025.251953125,12242.20703125,-38066.44921875,-19745.3515625,-419.83282470703125,689.7971801757812,-52863.12890625,0.0
1601067925753.0,-23373.576171875,18023.9765625,12238.18359375,-38066.71875,-19746.224609375,-421.844482421875,688.9924926757812,-52865.40625,0.0
1601067925761.0,-23373.30859375,18025.85546875,12235.8369140625,-38068.12890625,-19744.8828125,-423.85614013671875,688.4560546875,-52866.61328125,0.0
1601067925765.0,-23374.716796875,18016.802734375,12233.8251953125,-38070.33984375,-19741.462890625,-426.538330078125,687.8526000976562,-52864.87109375,0.0
1601067925765.0,-23379.41015625,18005.873046875,12231.2763671875,-38075.83984375,-19741.6640625,-433.9814758300781,682.5552368164062,-52867.75390625,0.0
1601067925769.0,-23383.568359375,18009.76171875,12231.2099609375,-38077.3828125,-19745.486328125,-427.8123779296875,682.219970703125,-52869.5625,0.0
1601067925777.0,-23384.3046875,18013.3828125,12231.142578125,-38076.375,-19743.138671875,-412.9931945800781,688.7243041992188,-52864.40234375,0.0
1601067925777.0,-23384.70703125,18013.44921875,12228.125,-38078.9921875,-19745.6875,-415.1389465332031,686.1762084960938,-52866.94921875,0.0
1601067925781.0,-23385.4453125,18015.52734375,12225.5771484375,-38080.80078125,-19747.36328125,-418.15643310546875,683.4269409179688,-52868.15625,0.0
1601067925789.0,-23379.208984375,18017.0703125,12230.13671875,-38076.375,-19742.0,-413.5296325683594,686.913818359375,-52864.8046875,0.0
1601067925793.0,-23378.94140625,18020.556640625,12228.7958984375,-38077.11328125,-19743.810546875,-410.51214599609375,686.7797241210938,-52867.08203125,0.0
1601067925793.0,-23379.947265625,18010.90234375,12225.64453125,-38078.65625,-19746.693359375,-409.7074890136719,682.3540649414062,-52871.0390625,0.0
1601067925797.0,-23378.5390625,18006.005859375,12227.3203125,-38076.10546875,-19749.443359375,-418.69287109375,677.2578735351562,-52873.51953125,0.0
1601067925805.0,-23378.271484375,18016.400390625,12229.869140625,-38076.77734375,-19751.72265625,-420.90570068359375,674.17333984375,-52874.86328125,0.0
1601067925809.0,-23376.99609375,18024.71484375,12232.2158203125,-38075.234375,-19751.25390625,-420.9727478027344,677.1237182617188,-52874.86328125,0.0
1601067925809.0,-23377.869140625,18026.525390625,12228.7958984375,-38074.765625,-19752.05859375,-426.20306396484375,678.666015625,-52874.99609375,0.0
1601067925817.0,-23378.60546875,18021.16015625,12230.6728515625,-38075.5703125,-19752.05859375,-429.9581604003906,677.9954833984375,-52876.875,0.0
1601067925821.0,-23379.27734375,18023.171875,12236.8427734375,-38077.3828125,-19752.662109375,-427.67828369140625,679.9400634765625,-52878.484375,0.0
1601067925821.0,-23382.96484375,18030.548828125,12235.166015625,-38081.13671875,-19756.482421875,-424.59375,678.666015625,-52880.09375,0.0
1601067925829.0,-23381.556640625,18034.03515625,12237.3115234375,-38079.7265625,-19752.662109375,-423.7890625,680.8788452148438,-52877.27734375,0.0
1601067925833.0,-23385.109375,18030.75,12235.2998046875,-38079.39453125,-19752.728515625,-423.7220153808594,683.56103515625,-52873.98828125,0.0
1601067925833.0,-23387.5234375,18030.548828125,12234.0927734375,-38080.265625,-19753.263671875,-421.844482421875,686.9808349609375,-52872.046875,0.0
1601067925837.0,-23386.31640625,18029.20703125,12232.4169921875,-38080.734375,-19753.263671875,-423.990234375,688.7243041992188,-52872.3125,0.0
1601067925845.0,-23383.298828125,18032.626953125,12237.37890625,-38076.578125,-19750.248046875,-419.3634338378906,692.3452758789062,-52870.76953125,0.0
1601067925849.0,-23382.62890625,18029.20703125,12236.5068359375,-38074.83203125,-19754.60546875,-412.0544128417969,692.613525390625,-52872.11328125,0.0
1601067925849.0,-23382.96484375,18029.609375,12233.4228515625,-38075.1015625,-19759.232421875,-418.8269958496094,690.7359619140625,-52872.984375,0.0
1601067925857.0,-23375.3203125,18038.05859375,12237.5126953125,-38068.86328125,-19747.431640625,-416.2118225097656,696.7709350585938,-52865.9453125,0.0
1601067925861.0,-23375.72265625,18034.236328125,12235.7021484375,-38070.00390625,-19751.185546875,-424.4596252441406,685.9750366210938,-52873.72265625,0.0
1601067925865.0,-23374.1796875,18029.408203125,12239.994140625,-38066.71875,-19750.44921875,-429.28759765625,685.2374267578125,-52872.984375,0.0
1601067925865.0,-23372.90625,18029.9453125,12243.212890625,-38063.03125,-19749.576171875,-427.07476806640625,690.1324462890625,-52870.4375,0.0
1601067925873.0,-23369.3515625,18024.111328125,12238.787109375,-38061.95703125,-19745.21875,-427.2088928222656,691.7417602539062,-52866.546875,0.0
1601067925877.0,-23369.21875,18021.8984375,12239.2568359375,-38060.88671875,-19741.396484375,-424.8619689941406,691.9429321289062,-52863.39453125,0.0
1601067925877.0,-23373.30859375,18011.505859375,12237.2451171875,-38065.37890625,-19745.62109375,-425.6666259765625,689.1936645507812,-52867.3515625,0.0
1601067925885.0,-23373.845703125,18007.548828125,12239.5244140625,-38066.98828125,-19740.5234375,-426.0689392089844,689.3948364257812,-52865.140625,0.0
1601067925889.0,-23375.7890625,18009.6953125,12239.1220703125,-38070.20703125,-19741.865234375,-438.2059631347656,682.219970703125,-52869.16015625,0.0
1601067925893.0,-23374.58203125,18014.12109375,12239.189453125,-38069.265625,-19745.083984375,-439.2788391113281,680.4765014648438,-52872.44921875,0.0
1601067925893.0,-23376.59375,18011.908203125,12236.57421875,-38070.875,-19745.888671875,-443.6374206542969,679.470703125,-52872.6484375,0.0
1601067925901.0,-23376.19140625,18002.251953125,12238.98828125,-38070.00390625,-19744.078125,-450.34295654296875,678.0625,-52870.97265625,0.0
1601067925905.0,-23369.888671875,17999.904296875,12241.87109375,-38063.90234375,-19739.31640625,-452.7569274902344,683.76220703125,-52865.609375,0.0
1601067925909.0,-23370.357421875,18002.384765625,12241.87109375,-38065.04296875,-19739.71875,-450.2088317871094,684.6339111328125,-52865.20703125,0.0
1601067925913.0,-23367.609375,18001.982421875,12243.3466796875,-38062.96484375,-19735.763671875,-452.3546142578125,683.35986328125,-52861.8515625,0.0
1601067925917.0,-23371.095703125,18000.57421875,12238.18359375,-38064.3046875,-19737.103515625,-457.4508056640625,681.6834716796875,-52862.58984375,0.0
1601067925921.0,-23371.900390625,17999.166015625,12233.4228515625,-38064.83984375,-19741.396484375,-460.93768310546875,680.5435791015625,-52865.47265625,0.0
1601067925921.0,-23368.212890625,17996.55078125,12233.556640625,-38062.359375,-19731.337890625,-454.9697570800781,685.8409423828125,-52860.109375,0.0
1601067925929.0,-23357.08203125,17991.12109375,12240.9326171875,-38051.36328125,-19717.658203125,-442.631591796875,696.9721069335938,-52848.30859375,0.0
1601067925933.0,-23355.740234375,17986.359375,12243.615234375,-38050.9609375,-19718.1953125,-442.832763671875,695.2957153320312,-52846.96484375,0.0
1601067925937.0,-23351.8515625,17987.96875,12246.1630859375,-38046.66796875,-19712.96484375,-438.1388854980469,699.251953125,-52841.3359375,0.0
1601067925941.0,-23352.455078125,17982.537109375,12241.1337890625,-38050.22265625,-19715.982421875,-433.3109130859375,696.7709350585938,-52844.5546875,0.0
1601067925945.0,-23356.142578125,17984.080078125,12236.1044921875,-38053.64453125,-19720.7421875,-429.4217224121094,693.6193237304688,-52849.984375,0.0
1601067925949.0,-23359.5625,17979.921875,12236.5068359375,-38057.265625,-19725.1015625,-432.238037109375,686.9808349609375,-52854.74609375,0.0
1601067925949.0,-23360.701171875,17979.720703125,12239.5244140625,-38058.60546875,-19726.443359375,-428.4158935546875,690.8700561523438,-52853.671875,0.0
1601067925957.0,-23350.912109375,17983.9453125,12243.01171875,-38051.23046875,-19715.646484375,-414.8036804199219,702.805908203125,-52844.953125,0.0
1601067925961.0,-23350.576171875,17981.732421875,12240.6650390625,-38050.359375,-19713.298828125,-408.63458251953125,703.7446899414062,-52844.41796875,0.0
1601067925965.0,-23348.833984375,17978.71484375,12242.876953125,-38047.7421875,-19708.806640625,-397.90576171875,708.6397094726562,-52838.44921875,0.0
