trialnum,filename,facehouse,girlboy
400,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
401,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
402,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
403,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
404,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
405,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
406,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
407,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
408,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
409,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
410,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
411,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
412,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
413,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
414,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
415,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
416,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
417,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
418,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
419,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
420,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
421,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,1
422,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,1
423,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
424,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
425,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
426,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
427,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
428,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
429,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
430,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,1
431,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
432,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
433,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
434,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
435,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
436,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
437,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
438,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,0
439,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
440,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
441,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
442,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,0
443,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
444,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
445,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
446,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,1
447,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
448,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
449,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
450,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
451,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
452,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
453,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
454,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
455,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
456,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
457,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,0
458,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
459,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,1
460,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
461,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
462,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
463,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
464,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
465,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,1
466,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
467,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
468,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
469,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
470,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
471,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
472,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
473,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
474,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
475,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
476,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
477,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
478,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,0
479,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
480,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
481,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
482,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
483,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
484,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
485,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
486,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
487,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
488,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
489,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
490,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
491,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
492,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
493,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,0
494,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,0
495,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
496,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,0
497,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
498,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
499,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
500,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
501,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
502,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
503,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
504,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
505,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
506,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
507,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
508,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
509,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
510,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
511,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
512,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
513,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
514,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
515,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
516,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,1
517,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
518,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,1
519,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
520,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
521,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
522,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
523,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
524,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
525,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,0
526,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,0
527,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
528,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
529,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
530,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
531,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
532,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
533,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
534,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
535,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,0
536,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
537,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,1
538,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,1
539,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
540,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
541,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
542,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
543,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
544,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,1
545,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
546,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
547,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
548,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
549,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,0
550,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,0
551,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
552,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
553,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
554,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,1
555,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
556,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,0
557,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
558,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
559,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
560,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
561,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
562,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
563,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,0
564,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,0
565,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
566,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
567,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,1
568,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
569,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
570,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
571,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,1
572,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
573,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,1
574,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
575,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
576,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
577,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
578,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
579,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
580,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
581,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
582,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
583,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
584,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
585,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
586,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
587,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
588,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
589,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
590,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,0
591,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
592,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
593,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,0
594,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
595,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
596,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,0
597,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
598,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
599,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
600,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
601,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
602,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
603,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,1
604,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
605,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
606,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,1
607,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
608,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
609,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
610,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,1
611,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
612,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
613,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
614,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
615,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
616,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,1
617,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,1
618,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
619,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,1
620,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
621,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
622,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
623,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
624,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
625,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
626,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,1
627,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
628,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
629,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
630,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
631,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
632,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
633,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
634,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
635,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
636,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,1
637,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
638,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,0
639,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
640,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
641,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
642,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
643,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
644,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,0
645,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
646,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
647,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
648,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
649,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
650,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
651,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
652,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
653,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
654,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,1
655,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,1
656,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
657,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
658,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
659,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
660,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
661,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,0
662,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
663,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
664,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
665,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
666,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
667,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,0
668,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
669,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
670,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
671,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
672,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
673,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,0
674,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
675,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
676,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
677,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
678,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
679,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
680,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
681,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
682,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
683,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
684,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
685,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,0
686,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
687,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
688,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
689,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
690,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
691,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,1
692,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
693,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
694,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,1
695,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
696,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
697,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
698,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
699,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
700,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,1
701,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
702,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
703,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,0
704,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
705,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
706,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
707,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
708,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,1
709,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
710,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
711,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,1
712,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,1
713,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
714,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
715,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,1
716,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
717,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
718,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
719,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,1
720,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,1
721,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
722,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
723,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
724,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
725,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
726,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
727,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
728,stimulus_presentation/stim/face_house/faces\Annie_3.jpg,1,0
729,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
730,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
731,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
732,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
733,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
734,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
735,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
736,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,0
737,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,0
738,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,0
739,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,0
740,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
741,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
742,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
743,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
744,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
745,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
746,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
747,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
748,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
749,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
750,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
751,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,1
752,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
753,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
754,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
755,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
756,stimulus_presentation/stim/face_house/houses\house9.3.jpg,0,1
757,stimulus_presentation/stim/face_house/faces\Joan_3.jpg,1,0
758,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
759,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
760,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
761,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,1
762,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
763,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
764,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
765,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,0
766,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,0
767,stimulus_presentation/stim/face_house/houses\house8.3.jpg,0,0
768,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,0
769,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
770,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
771,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
772,stimulus_presentation/stim/face_house/faces\Frank_3.jpg,1,1
773,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,1
774,stimulus_presentation/stim/face_house/houses\house12.3.jpg,0,1
775,stimulus_presentation/stim/face_house/faces\Tom_3.jpg,1,1
776,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,1
777,stimulus_presentation/stim/face_house/houses\house4.3.jpg,0,1
778,stimulus_presentation/stim/face_house/faces\Blake_3.jpg,1,1
779,stimulus_presentation/stim/face_house/houses\house7.3.jpg,0,1
780,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,1
781,stimulus_presentation/stim/face_house/faces\Wallace_3.jpg,1,1
782,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
783,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,0
784,stimulus_presentation/stim/face_house/houses\house1.3.jpg,0,0
785,stimulus_presentation/stim/face_house/faces\Don_3.jpg,1,1
786,stimulus_presentation/stim/face_house/faces\Estelle_3.jpg,1,0
787,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,0
788,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
789,stimulus_presentation/stim/face_house/faces\Jodi_3.jpg,1,0
790,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,0
791,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
792,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,0
793,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
794,stimulus_presentation/stim/face_house/houses\house10.3.jpg,0,0
795,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,0
796,stimulus_presentation/stim/face_house/faces\Tim_3.jpg,1,1
797,stimulus_presentation/stim/face_house/houses\house5.3.jpg,0,1
798,stimulus_presentation/stim/face_house/houses\house3.3.jpg,0,1
799,stimulus_presentation/stim/face_house/faces\Joe_3.jpg,1,1
800,stimulus_presentation/stim/face_house/houses\house2.3.jpg,0,1
801,stimulus_presentation/stim/face_house/houses\house11.3.jpg,0,1
802,stimulus_presentation/stim/face_house/houses\house6.3.jpg,0,1
803,stimulus_presentation/stim/face_house/faces\Janie_3.jpg,1,0
