timestamps,TP9,AF7,AF8,TP10,Marker0
1594889095.819,-41.992,-35.645,-39.062,-41.016,0
1594889095.823,-37.109,-39.551,-3.906,-38.574,0
1594889095.827,-35.156,290.039,122.070,-33.691,0
1594889095.831,-37.598,297.363,114.746,-30.273,0
1594889095.835,-38.086,169.922,52.246,-34.668,0
1594889095.839,-40.527,-491.211,-282.715,-37.109,0
1594889095.843,-31.738,-656.738,-305.176,-31.250,0
1594889095.846,-16.113,19.043,53.223,-28.320,0
1594889095.850,-18.066,230.957,87.891,-30.762,0
1594889095.854,-24.414,145.508,-1.465,-38.574,0
1594889095.858,-17.578,-539.062,-343.262,-33.203,0
1594889095.862,-9.766,-697.266,-261.719,-28.809,0
1594889095.857,-12.207,237.793,209.473,-36.621,0
1594889095.861,-27.344,479.004,159.180,-40.527,0
1594889095.865,-27.344,181.152,8.789,-41.504,0
1594889095.869,-23.438,12.695,23.438,-42.969,0
1594889095.873,-33.203,259.766,137.695,-41.016,0
1594889095.877,-30.273,-26.855,-103.516,-33.203,0
1594889095.881,-29.297,-486.328,-313.965,-26.367,0
1594889095.884,-35.156,-347.656,-158.203,-24.902,0
1594889095.888,-36.621,-722.168,-295.898,-20.996,0
1594889095.892,-37.598,-826.172,-363.281,-25.879,0
1594889095.896,-45.410,-117.676,-52.246,-36.621,0
1594889095.900,-37.598,293.457,145.020,-36.621,0
1594889095.913,-22.949,48.828,-20.996,-35.156,0
1594889095.917,-28.320,-198.730,-120.605,-35.156,0
1594889095.921,-32.227,178.711,67.383,-37.598,0
1594889095.925,-29.785,227.539,74.219,-41.016,0
1594889095.929,-24.414,240.234,93.262,-40.039,0
1594889095.933,-19.531,-438.965,-243.652,-31.738,0
1594889095.937,-22.461,-728.027,-371.094,-33.691,0
1594889095.940,-26.367,-121.582,-133.301,-35.645,0
1594889095.944,-27.344,39.062,17.578,-31.738,0
1594889095.948,-25.879,71.289,38.086,-37.109,0
1594889095.952,-28.320,-366.211,-162.109,-37.109,0
1594889095.956,-36.133,-514.648,-151.855,-33.203,0
1594889095.952,-37.109,-96.191,-29.785,-34.180,0
1594889095.956,-23.438,141.113,75.684,-25.879,0
1594889095.960,-18.066,26.367,-13.672,-24.414,0
1594889095.964,-39.062,-489.746,-246.582,-37.109,0
1594889095.968,-47.852,-300.781,-134.277,-39.551,0
1594889095.972,-30.273,-76.172,15.137,-29.297,0
1594889095.976,-37.598,-18.066,83.008,-29.297,0
1594889095.979,-50.293,92.285,46.387,-28.809,0
1594889095.983,-51.758,-779.785,-417.480,-21.973,0
1594889095.987,-55.176,-624.512,-240.234,-28.320,0
1594889095.991,-47.852,409.180,188.965,-30.273,0
1594889095.995,-40.527,402.832,83.984,-27.832,0
1594889096.007,-41.016,-34.180,-108.887,-35.645,0
1594889096.011,-35.156,-68.359,-86.914,-31.250,0
1594889096.015,-32.227,193.359,77.637,-28.320,0
1594889096.019,-36.133,194.824,25.879,-36.621,0
1594889096.023,-34.180,113.281,-29.297,-39.551,0
1594889096.027,-28.809,-557.129,-326.660,-31.738,0
1594889096.031,-30.762,-895.508,-321.289,-35.645,0
1594889096.034,-30.273,-322.754,-17.578,-48.340,0
1594889096.038,-23.926,24.902,17.090,-50.293,0
1594889096.042,-23.926,35.156,30.273,-52.246,0
1594889096.046,-23.926,-104.980,3.906,-57.617,0
1594889096.050,-24.902,-44.922,20.508,-56.152,0
1594889096.044,-31.250,-18.555,-11.719,-53.711,0
1594889096.048,-34.180,-24.902,-11.230,-52.734,0
1594889096.052,-26.855,-17.090,17.090,-53.223,0
1594889096.056,-26.855,72.754,37.109,-48.828,0
1594889096.060,-40.527,295.898,124.512,-45.410,0
1594889096.064,-35.645,106.445,73.730,-38.086,0
1594889096.068,-26.367,-224.609,-88.867,-27.832,2
1594889096.071,-20.020,-226.074,-50.293,-25.391,0
1594889096.075,-19.531,-674.316,-356.445,-24.414,0
1594889096.079,-31.738,-965.332,-541.016,-24.902,0
1594889096.083,-26.855,-434.082,-201.172,-30.273,0
1594889096.087,-14.160,-76.660,-48.828,-30.273,0
1594889096.101,-18.555,-128.418,-120.605,-31.738,0
1594889096.105,-21.484,-269.531,-305.664,-32.715,0
1594889096.109,-21.973,-184.082,-228.516,-29.297,0
1594889096.113,-17.578,-146.973,-94.238,-32.715,0
1594889096.117,-12.207,51.270,73.242,-31.738,0
1594889096.121,-17.090,-539.551,-304.199,-29.297,0
1594889096.125,-24.902,-719.727,-335.449,-32.227,0
1594889096.128,-23.926,-87.891,-4.883,-26.855,0
1594889096.132,-27.832,-115.234,-18.555,-26.855,0
1594889096.136,-29.785,8.789,17.578,-30.273,0
1594889096.140,-27.344,-307.617,-184.082,-32.715,0
1594889096.144,-27.832,-287.109,-46.387,-40.527,0
1594889096.138,-20.508,139.160,110.840,-37.109,0
1594889096.142,-15.137,106.934,68.359,-33.691,0
1594889096.146,-17.578,1.465,-22.461,-41.016,0
1594889096.150,-21.973,-435.547,-171.875,-34.180,0
1594889096.154,-15.625,-228.516,26.855,-36.133,0
1594889096.158,-10.742,-75.195,-52.734,-38.086,0
1594889096.162,-19.043,-236.328,-183.594,-37.109,0
1594889096.165,-22.461,-54.199,-59.082,-40.527,0
1594889096.169,-24.902,-737.305,-357.422,-30.273,0
1594889096.173,-25.391,-706.055,-270.508,-27.832,0
1594889096.177,-28.809,-149.902,-28.809,-34.668,0
1594889096.181,-28.320,-14.160,42.480,-35.645,0
1594889096.194,-21.973,2.930,0.488,-33.691,0
1594889096.198,-20.508,-305.176,-143.066,-28.809,0
1594889096.202,-28.809,-67.383,-8.301,-32.715,0
1594889096.206,-32.715,-37.598,-89.844,-32.227,0
1594889096.210,-29.297,64.453,18.066,-26.855,0
1594889096.214,-34.668,-307.617,-132.812,-26.855,0
1594889096.218,-48.828,-544.922,-272.461,-27.344,0
1594889096.221,-54.688,-134.766,-67.871,-23.926,0
1594889096.225,-46.875,2.441,44.434,-24.902,0
1594889096.229,-38.574,290.039,135.254,-35.645,0
1594889096.233,-32.715,-131.836,-40.039,-35.156,0
1594889096.237,-33.203,-238.281,-7.324,-39.062,0
1594889096.233,-34.180,83.496,60.547,-42.480,0
1594889096.237,-27.832,-200.684,-100.098,-42.480,0
1594889096.241,-29.785,-237.305,-145.020,-47.363,0
1594889096.245,-36.621,-331.055,-202.637,-45.410,0
1594889096.249,-34.668,-208.984,-75.684,-44.434,0
1594889096.253,-31.738,-238.281,-104.980,-44.434,0
1594889096.257,-31.250,-297.363,-152.344,-45.410,0
1594889096.260,-32.715,-21.484,4.395,-50.293,0
1594889096.264,-26.367,-727.539,-388.184,-36.133,0
1594889096.268,-11.719,-581.543,-241.699,-29.785,0
1594889096.272,-7.324,435.059,222.168,-34.180,0
1594889096.276,-7.812,635.254,185.547,-26.367,0
1594889096.288,-24.414,231.934,-6.836,-25.391,0
1594889096.292,-42.969,-92.285,-88.867,-28.809,0
1594889096.296,-41.016,168.457,116.211,-34.180,0
1594889096.300,-35.645,171.875,106.934,-27.832,0
1594889096.304,-37.109,-90.332,-87.891,-19.043,0
1594889096.308,-38.574,-657.715,-401.855,-21.484,0
1594889096.312,-30.762,-962.402,-408.203,-23.438,0
1594889096.315,-28.320,-219.727,40.039,-29.785,0
1594889096.319,-32.715,196.777,89.844,-37.598,0
1594889096.323,-32.227,86.426,38.574,-35.156,0
1594889096.327,-29.297,30.762,26.855,-31.738,0
1594889096.331,-30.273,89.355,37.598,-37.598,0
1594889096.326,-32.227,218.262,94.238,-41.016,0
1594889096.330,-38.574,139.648,39.062,-41.992,0
1594889096.334,-35.156,-17.090,-21.973,-42.969,0
1594889096.338,-31.738,-97.168,4.395,-45.410,0
1594889096.342,-35.645,56.641,80.566,-41.016,0
1594889096.346,-36.133,-135.742,-94.727,-43.945,0
1594889096.350,-34.180,-237.793,-138.672,-48.828,0
1594889096.353,-30.762,1.465,41.992,-41.016,0
1594889096.357,-31.738,-609.863,-312.988,-36.133,0
1594889096.361,-36.133,-936.035,-439.453,-34.180,0
1594889096.365,-31.738,-149.414,21.973,-32.227,0
1594889096.369,-29.785,279.297,149.414,-32.227,0
1594889096.382,-30.762,112.305,14.648,-34.180,0
1594889096.386,-29.785,-71.289,-137.695,-30.762,0
1594889096.390,-34.180,115.723,4.883,-30.762,0
1594889096.394,-34.180,195.801,95.215,-30.762,0
1594889096.398,-30.273,260.254,89.355,-31.250,0
1594889096.402,-43.945,-306.641,-184.082,-33.691,0
1594889096.406,-56.641,-599.121,-284.180,-36.133,0
1594889096.409,-47.363,52.246,42.969,-42.480,0
1594889096.413,-36.621,334.961,138.672,-50.781,0
1594889096.417,-34.180,294.434,121.582,-56.152,0
1594889096.421,-37.109,-453.613,-228.027,-57.617,0
1594889096.425,-37.598,-753.418,-355.469,-53.711,0
1594889096.420,-36.621,-10.742,41.504,-42.969,0
1594889096.424,-43.945,172.363,82.031,-36.133,0
1594889096.428,-49.316,-101.074,-82.031,-36.621,0
1594889096.432,-50.293,-229.492,-122.070,-30.762,0
1594889096.436,-43.457,47.363,56.152,-32.715,0
1594889096.440,-39.062,-195.801,-104.004,-34.668,0
1594889096.444,-47.363,-303.223,-195.312,-35.645,0
1594889096.447,-46.875,-136.719,-111.816,-35.645,0
1594889096.451,-38.086,-798.828,-418.457,-27.832,0
1594889096.455,-33.203,-720.215,-266.602,-33.203,0
1594889096.459,-33.691,42.480,86.914,-34.668,0
1594889096.463,-35.156,238.770,88.867,-37.598,0
1594889096.477,-27.344,-83.008,-72.754,-40.039,0
1594889096.481,-18.555,-164.551,-96.191,-33.203,0
1594889096.485,-13.672,288.086,105.469,-32.715,0
1594889096.489,-14.160,247.070,69.824,-27.344,0
1594889096.493,-20.020,211.426,80.566,-20.020,0
1594889096.497,-25.879,-341.309,-187.500,-20.508,0
1594889096.501,-28.809,-540.039,-202.637,-25.391,0
1594889096.504,-33.203,123.535,91.797,-26.855,0
1594889096.508,-35.156,159.180,31.250,-26.367,0
1594889096.512,-32.715,95.703,50.781,-31.250,0
1594889096.516,-48.828,-92.285,-58.594,-34.180,0
1594889096.520,-66.406,-79.102,-50.781,-34.668,0
1594889096.513,-62.988,155.273,70.801,-34.668,0
1594889096.517,-62.988,192.871,83.008,-35.645,0
1594889096.521,-58.105,195.312,69.824,-34.180,0
1594889096.525,-50.293,-299.805,-195.801,-37.109,0
1594889096.529,-50.781,-294.922,-142.090,-41.992,0
1594889096.533,-43.457,-29.785,26.367,-42.480,0
1594889096.537,-26.367,140.137,112.305,-43.457,0
1594889096.540,-20.508,269.531,111.816,-40.039,0
1594889096.544,-24.902,-671.387,-418.945,-34.180,0
1594889096.548,-28.320,-947.754,-449.707,-40.527,0
1594889096.552,-25.879,-100.586,39.551,-54.199,0
1594889096.556,-18.555,428.223,190.430,-59.082,0
1594889096.569,-28.320,62.500,-34.668,-56.641,0
1594889096.573,-43.457,-234.375,-164.551,-50.781,0
1594889096.577,-45.898,184.570,83.008,-43.945,0
1594889096.581,-41.504,269.043,95.703,-38.086,0
1594889096.585,-44.434,105.957,19.043,-32.227,0
1594889096.589,-49.805,-524.902,-323.730,-29.297,0
1594889096.593,-43.457,-832.031,-421.387,-32.227,0
1594889096.596,-41.504,-181.152,-23.926,-33.203,0
1594889096.600,-44.434,301.758,130.859,-35.645,0
1594889096.604,-38.574,244.141,24.414,-35.645,0
1594889096.608,-34.180,-501.953,-288.574,-29.297,0
1594889096.612,-31.738,-495.605,-160.156,-27.832,0
1594889096.607,-25.879,216.797,124.023,-34.180,0
1594889096.611,-29.297,299.805,68.848,-38.086,0
1594889096.615,-29.297,71.777,-19.531,-40.039,0
1594889096.619,-26.367,-322.266,-171.875,-42.480,0
1594889096.623,-26.855,-58.594,9.277,-47.852,0
1594889096.627,-36.621,-6.836,4.883,-46.387,0
1594889096.631,-43.457,-237.305,-176.758,-44.434,0
1594889096.634,-32.227,-96.680,-48.828,-45.898,0
1594889096.638,-27.344,-705.078,-308.105,-48.340,0
1594889096.642,-34.180,-817.383,-352.539,-52.246,0
1594889096.646,-31.738,-64.941,5.371,-51.758,0
1594889096.650,-21.484,291.504,135.254,-49.316,0
1594889096.663,-21.484,127.441,16.113,-47.852,0
1594889096.667,-25.879,-243.164,-115.723,-49.316,0
1594889096.671,-22.461,25.391,53.711,-45.410,0
1594889096.675,-15.137,191.895,81.055,-35.645,0
1594889096.679,-19.043,250.488,124.512,-36.621,0
1594889096.683,-23.438,-250.977,-127.441,-30.273,0
1594889096.687,-30.273,-491.699,-240.234,-21.973,0
1594889096.690,-34.668,96.191,74.219,-22.949,0
1594889096.694,-28.809,235.840,125.000,-18.555,0
1594889096.698,-26.367,280.273,80.078,-19.531,0
1594889096.702,-25.879,-219.727,-88.379,-17.578,0
1594889096.706,-36.133,-452.637,-152.832,-15.137,0
1594889096.702,-40.527,-111.816,-46.875,-13.672,0
1594889096.706,-32.227,53.223,57.617,-6.836,0
1594889096.710,-32.227,69.824,-25.879,-12.695,0
1594889096.714,-37.598,-445.312,-259.277,-22.949,0
1594889096.718,-33.691,-254.883,-62.012,-31.250,0
1594889096.722,-23.438,73.242,121.094,-41.504,0
1594889096.726,-27.344,-198.242,-44.922,-43.457,0
1594889096.729,-36.621,-331.055,-195.312,-44.922,0
1594889096.733,-32.715,-803.223,-434.082,-35.645,0
1594889096.737,-26.855,-673.828,-251.953,-30.273,0
1594889096.741,-29.297,196.289,146.973,-44.434,0
1594889096.745,-31.738,380.371,112.793,-45.410,0
1594889096.757,-29.297,-192.871,-212.891,-34.668,0
1594889096.761,-20.996,-267.578,-171.387,-28.320,0
1594889096.765,-14.160,254.883,125.977,-31.738,0
1594889096.769,-31.250,32.715,-30.273,-35.645,0
1594889096.773,-53.223,35.156,17.578,-45.898,0
1594889096.777,-49.316,-382.324,-212.402,-38.086,0
1594889096.781,-44.434,-841.797,-328.125,-26.855,0
1594889096.784,-49.805,-230.957,10.254,-37.109,0
1594889096.788,-56.641,151.855,70.312,-40.527,0
1594889096.792,-49.805,132.812,62.012,-35.645,0
1594889096.796,-41.504,-51.270,-13.184,-33.691,0
1594889096.800,-42.969,0.977,-8.789,-38.574,0
1594889096.794,-40.039,104.980,36.621,-39.551,0
1594889096.798,-35.156,134.766,78.125,-31.250,0
1594889096.802,-34.668,166.504,84.961,-30.273,0
1594889096.806,-38.086,65.430,57.129,-34.668,0
1594889096.810,-41.016,-28.320,0.000,-37.598,0
1594889096.814,-37.109,-295.410,-187.500,-38.574,0
1594889096.818,-25.879,-393.066,-251.953,-38.574,0
1594889096.821,-18.066,-194.824,-77.637,-36.621,0
1594889096.825,-20.996,-614.258,-264.648,-35.156,2
1594889096.829,-31.250,-962.891,-444.336,-38.086,0
1594889096.833,-32.227,-203.613,-21.973,-43.945,0
1594889096.837,-36.133,469.238,221.191,-40.039,0
1594889096.851,-41.992,283.691,47.363,-36.621,0
1594889096.855,-32.715,-90.820,-121.582,-45.410,0
1594889096.859,-28.809,41.992,-3.418,-45.898,0
1594889096.863,-34.668,138.184,70.801,-41.992,0
1594889096.867,-27.832,365.234,189.941,-41.992,0
1594889096.871,-26.367,-54.199,-62.500,-36.621,0
1594889096.875,-39.062,-266.602,-125.488,-32.715,0
1594889096.878,-40.039,383.301,200.684,-25.879,0
1594889096.882,-34.668,329.590,105.957,-22.461,0
1594889096.886,-44.922,89.355,24.902,-31.250,0
1594889096.890,-50.781,-467.285,-243.164,-27.832,0
1594889096.894,-48.340,-434.570,-204.590,-25.879,0
1594889096.888,-50.781,324.707,151.367,-36.621,0
1594889096.892,-51.758,370.605,137.695,-44.434,0
1594889096.896,-48.340,128.418,11.719,-40.527,0
1594889096.900,-46.387,-108.398,-42.480,-33.203,0
1594889096.904,-41.016,199.707,135.254,-34.180,0
1594889096.908,-45.410,105.469,48.340,-35.645,0
1594889096.912,-47.852,-186.035,-128.906,-35.156,0
1594889096.915,-39.551,25.391,-4.395,-41.504,0
1594889096.919,-27.344,-597.168,-270.020,-39.551,0
1594889096.923,-17.578,-609.863,-229.980,-34.180,0
1594889096.927,-25.879,163.086,96.191,-41.504,0
1594889096.931,-30.762,-111.816,-140.625,-38.574,0
1594889096.944,-28.809,-416.016,-228.027,-32.715,0
1594889096.948,-31.738,-423.828,-134.277,-35.156,0
1594889096.952,-39.551,98.145,105.469,-42.969,0
1594889096.956,-34.668,199.219,62.012,-37.598,0
1594889096.960,-27.344,208.984,83.496,-33.691,0
1594889096.964,-21.973,-224.121,-142.578,-37.598,0
1594889096.968,-33.203,-621.094,-320.801,-34.180,0
1594889096.971,-52.246,-146.973,-113.281,-38.574,0
1594889096.975,-45.898,-60.059,-56.641,-39.551,0
1594889096.979,-37.598,119.629,97.656,-40.527,0
1594889096.983,-43.457,-125.000,-74.219,-41.504,0
1594889096.987,-42.480,-291.992,-201.172,-38.086,0
1594889096.982,-35.156,91.309,36.621,-40.527,0
1594889096.986,-33.203,212.891,144.531,-38.086,0
1594889096.990,-40.527,-45.410,-28.320,-41.504,0
1594889096.994,-44.922,-399.414,-175.293,-49.316,0
1594889096.998,-37.109,-187.012,-42.969,-41.992,0
1594889097.002,-31.738,-176.270,-99.609,-32.715,0
1594889097.006,-34.180,-118.164,-16.113,-39.551,0
1594889097.009,-29.297,149.902,84.961,-41.504,0
1594889097.013,-31.250,-670.898,-349.609,-33.203,0
1594889097.017,-29.297,-706.055,-214.355,-28.320,0
1594889097.021,-18.555,328.613,222.656,-32.227,0
1594889097.025,-19.531,444.824,150.879,-35.156,0
1594889097.038,-34.180,2.441,-68.359,-31.738,0
1594889097.042,-49.316,-124.023,-105.469,-28.809,0
1594889097.046,-43.945,187.500,115.234,-33.203,0
1594889097.050,-38.574,237.305,103.516,-29.785,0
1594889097.054,-42.480,20.020,-47.852,-28.320,0
1594889097.058,-27.832,-521.973,-302.734,-25.391,0
1594889097.062,-13.672,-633.789,-290.527,-19.531,0
1594889097.065,-16.602,-99.609,2.930,-30.273,0
1594889097.069,-21.484,137.207,51.758,-41.504,0
1594889097.073,-25.391,192.383,83.496,-49.805,0
1594889097.077,-22.949,-380.859,-137.695,-51.758,0
1594889097.081,-16.602,-318.359,-95.703,-46.875,0
1594889097.076,-20.996,508.789,208.008,-42.969,0
1594889097.080,-28.809,297.852,68.359,-41.016,0
1594889097.084,-37.109,118.652,36.133,-42.969,0
1594889097.088,-41.504,3.906,-14.648,-38.574,0
1594889097.092,-39.062,4.883,31.738,-31.250,0
1594889097.096,-41.504,-225.586,-143.066,-24.414,0
1594889097.100,-49.316,-284.668,-188.965,-28.320,0
1594889097.103,-46.387,-26.367,52.246,-32.227,0
1594889097.107,-43.457,-637.207,-308.105,-29.297,0
1594889097.111,-50.293,-979.492,-463.867,-32.227,0
1594889097.115,-47.363,-174.316,5.859,-33.691,0
1594889097.119,-37.109,458.496,215.332,-32.715,0
1594889097.132,-44.434,134.277,10.742,-37.109,0
1594889097.136,-44.922,-60.547,-71.289,-45.410,0
1594889097.140,-37.109,241.211,81.543,-51.270,0
1594889097.144,-24.902,227.051,97.656,-53.223,0
1594889097.148,-16.113,196.777,81.543,-53.223,0
1594889097.152,-17.578,-487.793,-291.016,-39.551,0
1594889097.156,-36.133,-745.117,-365.234,-39.551,0
1594889097.159,-50.781,-17.578,9.277,-44.922,0
1594889097.163,-42.480,345.703,146.973,-39.551,0
1594889097.167,-46.387,364.746,125.977,-48.828,0
1594889097.171,-47.363,-283.691,-129.395,-47.363,0
1594889097.175,-39.551,-523.438,-165.039,-38.086,0
1594889097.171,-42.480,20.508,57.129,-41.016,0
1594889097.175,-40.039,117.676,44.922,-41.992,0
1594889097.179,-42.969,-98.633,-93.750,-41.504,0
1594889097.183,-44.434,-610.352,-247.559,-41.992,0
1594889097.187,-43.457,-316.895,-0.488,-36.133,0
1594889097.191,-47.852,-69.336,37.109,-35.156,0
1594889097.195,-44.434,-129.883,-5.371,-38.574,0
1594889097.198,-41.016,77.637,42.480,-36.133,0
1594889097.202,-39.551,-709.961,-322.266,-37.109,0
1594889097.206,-38.574,-573.730,-153.320,-42.969,0
1594889097.210,-38.086,404.297,176.270,-41.992,0
1594889097.214,-36.133,415.039,103.027,-37.109,0
1594889097.227,-37.109,122.070,-16.113,-39.062,0
1594889097.231,-39.062,-125.000,-78.613,-41.016,0
1594889097.235,-39.551,75.195,103.027,-39.062,0
1594889097.239,-40.527,133.301,20.508,-38.086,0
1594889097.243,-34.668,175.293,41.992,-40.039,0
1594889097.247,-19.531,-189.453,-114.746,-41.016,0
1594889097.251,-16.602,-793.945,-341.797,-40.039,0
1594889097.254,-17.578,-188.477,20.508,-37.109,0
1594889097.258,-9.766,228.516,79.590,-42.480,0
1594889097.262,-17.090,72.266,22.461,-39.062,0
1594889097.266,-32.715,-24.414,20.508,-32.715,0
1594889097.270,-39.062,2.930,12.695,-37.109,0
1594889097.263,-39.551,99.121,54.199,-32.227,0
1594889097.267,-39.551,303.711,131.836,-29.785,0
1594889097.271,-29.785,323.242,87.402,-26.367,0
1594889097.275,-24.902,-13.184,-81.543,-20.996,0
1594889097.279,-30.273,-196.777,-195.801,-32.715,0
1594889097.283,-30.273,-358.398,-249.512,-39.551,0
1594889097.287,-31.250,-312.012,-154.297,-42.480,0
1594889097.290,-35.156,-14.160,15.625,-44.434,0
1594889097.294,-32.715,-625.000,-389.648,-37.109,0
1594889097.298,-30.762,-925.293,-449.219,-37.109,0
1594889097.302,-22.949,-150.391,64.453,-38.574,0
1594889097.306,-16.113,218.262,138.184,-35.156,0
1594889097.319,-21.484,67.871,-11.719,-36.133,0
1594889097.323,-25.879,-143.555,-180.176,-34.668,0
1594889097.327,-22.949,44.922,-1.953,-37.109,0
1594889097.331,-18.066,280.762,139.160,-45.898,0
1594889097.335,-17.578,435.547,155.762,-45.898,0
1594889097.339,-15.625,-323.730,-236.328,-36.133,0
1594889097.343,-25.391,-716.797,-303.711,-38.086,0
1594889097.346,-35.645,-109.375,83.984,-39.551,0
1594889097.350,-34.668,130.859,81.055,-31.250,0
1594889097.354,-38.086,195.801,83.008,-32.715,0
1594889097.358,-32.227,-431.641,-187.012,-25.879,0
1594889097.362,-21.973,-511.230,-165.039,-21.973,0
1594889097.357,-31.250,235.352,145.508,-37.109,0
1594889097.361,-36.621,279.785,74.707,-41.504,0
1594889097.365,-39.551,-24.414,-22.949,-41.992,0
1594889097.369,-37.109,-76.660,36.621,-41.016,0
1594889097.373,-26.855,41.504,58.594,-38.086,0
1594889097.377,-32.715,-210.938,-162.598,-35.156,0
1594889097.381,-47.363,-214.355,-169.434,-37.109,0
1594889097.384,-48.828,-15.137,-6.348,-39.062,0
1594889097.388,-42.480,-670.410,-305.664,-30.273,0
1594889097.392,-40.527,-770.996,-388.672,-25.879,0
1594889097.396,-44.434,-203.125,-143.555,-30.273,0
1594889097.400,-45.410,149.414,55.176,-34.668,0
1594889097.413,-40.039,65.918,6.836,-36.621,0
1594889097.417,-38.086,-454.102,-236.328,-36.133,0
1594889097.421,-39.062,-204.590,-50.781,-39.551,0
1594889097.425,-37.598,117.676,95.703,-42.969,0
1594889097.429,-26.855,271.484,136.230,-40.039,0
1594889097.433,-21.484,-373.535,-208.984,-35.156,0
1594889097.437,-29.297,-705.566,-301.758,-33.691,0
1594889097.440,-34.668,-43.457,93.750,-37.109,0
1594889097.444,-23.926,156.738,98.633,-36.133,0
1594889097.448,-15.137,227.539,68.359,-26.367,0
1594889097.452,-22.461,-59.082,-55.664,-26.367,0
1594889097.456,-25.391,23.926,41.504,-30.762,0
1594889097.470,-24.414,161.133,64.941,-31.738,0
1594889097.474,-25.391,-77.148,-40.039,-33.203,0
1594889097.478,-25.391,21.484,-29.297,-33.691,0
1594889097.482,-25.879,-324.707,-203.125,-33.691,0
1594889097.486,-24.902,-237.305,-21.973,-38.086,0
1594889097.490,-24.414,-122.559,17.578,-44.434,0
1594889097.494,-31.738,-132.324,20.508,-48.828,0
1594889097.497,-38.574,-32.227,-20.996,-48.340,0
1594889097.501,-36.133,-696.289,-337.402,-43.945,0
1594889097.505,-31.738,-368.652,-60.059,-46.387,0
1594889097.509,-30.762,194.824,108.398,-52.246,0
1594889097.513,-30.762,110.840,41.992,-46.875,0
1594889097.507,-28.809,-163.574,-135.742,-47.852,0
1594889097.511,-22.949,-567.871,-294.922,-55.664,0
1594889097.515,-19.043,41.016,73.242,-51.270,0
1594889097.519,-28.809,144.531,43.945,-42.480,0
1594889097.523,-36.133,-139.648,-119.141,-40.039,0
1594889097.527,-29.785,-503.906,-296.387,-34.180,0
1594889097.531,-22.461,-420.410,-141.113,-26.855,0
1594889097.534,-19.531,166.016,104.980,-35.156,0
1594889097.538,-20.508,25.391,-17.090,-37.598,0
1594889097.542,-28.320,251.953,127.930,-34.668,0
1594889097.546,-34.180,-182.617,-133.301,-33.691,0
1594889097.550,-36.621,-638.672,-257.812,-29.785,0
1594889097.544,-43.457,27.344,58.594,-38.086,0
1594889097.548,-45.898,218.750,78.613,-40.527,0
1594889097.552,-37.598,168.945,104.492,-37.109,0
1594889097.556,-27.344,41.504,53.223,-40.039,0
1594889097.560,-26.855,113.770,57.129,-45.898,0
1594889097.564,-34.180,-147.461,-104.980,-51.758,0
1594889097.568,-36.133,-411.621,-231.934,-54.688,0
1594889097.571,-26.855,-252.441,-144.531,-54.688,0
1594889097.575,-26.855,-680.176,-280.762,-56.641,0
1594889097.579,-40.039,-486.328,-173.340,-57.129,0
1594889097.583,-37.109,25.879,41.016,-58.594,0
1594889097.587,-25.391,249.023,131.836,-57.129,0
1594889097.601,-27.344,196.289,24.902,-55.176,0
1594889097.605,-32.227,-816.406,-442.383,-47.363,0
1594889097.609,-30.273,-669.434,-249.023,-41.504,0
1594889097.613,-24.414,-10.254,87.891,-51.270,0
