timestamps,TP9,AF7,AF8,TP10,Marker0
1594888272.276,-75.684,-34.668,-256.348,-132.812,0
1594888272.280,-79.590,-32.715,-405.273,-129.883,0
1594888272.284,-94.238,-26.855,-256.348,-131.348,0
1594888272.288,-107.910,-28.320,-217.285,-131.348,0
1594888272.300,-103.027,-35.645,-209.961,-138.672,0
1594888272.304,-105.957,-40.039,-311.035,-142.578,0
1594888272.308,-109.375,-41.504,-475.098,-136.719,0
1594888272.312,-98.633,-37.109,-313.477,-133.789,0
1594888272.316,-74.219,-26.855,-257.812,-122.559,0
1594888272.320,-62.500,-22.461,-278.320,-114.258,0
1594888272.324,-74.219,-27.344,-481.934,-107.422,0
1594888272.327,-83.984,-29.297,-598.633,-93.750,0
1594888272.331,-76.172,-29.785,-243.652,-85.938,0
1594888272.335,-70.801,-30.762,-194.824,-84.961,0
1594888272.339,-89.355,-30.762,-199.707,-89.844,0
1594888272.343,-90.820,-34.180,-417.969,-84.473,0
1594888272.337,-80.566,-37.598,-484.863,-77.148,0
1594888272.341,-72.754,-37.109,-153.809,-82.031,0
1594888272.345,-73.242,-31.250,-175.293,-74.219,0
1594888272.349,-88.379,-28.320,-251.953,-69.336,0
1594888272.353,-104.980,-33.203,-310.547,-58.594,0
1594888272.357,-104.004,-28.809,-275.391,-59.570,0
1594888272.361,-99.121,-21.484,-276.367,-76.660,0
1594888272.364,-109.863,-23.438,-349.609,-81.055,0
1594888272.368,-105.469,-25.879,-302.734,-83.984,0
1594888272.372,-89.355,-29.297,-515.137,-84.473,0
1594888272.376,-84.961,-30.762,-459.961,-90.332,0
1594888272.380,-89.355,-29.785,-208.008,-102.539,0
1594888272.394,-82.031,-28.809,-200.684,-98.145,0
1594888272.398,-68.359,-28.320,-267.578,-97.656,0
1594888272.402,-63.965,-27.832,-312.988,-104.004,0
1594888272.406,-69.824,-26.367,-181.152,-107.910,0
1594888272.410,-80.566,-24.902,-272.461,-114.746,0
1594888272.414,-66.895,-22.461,-337.402,-122.559,0
1594888272.418,-51.758,-21.484,-378.418,-126.465,0
1594888272.421,-56.152,-25.879,-551.270,-128.906,0
1594888272.425,-60.059,-25.391,-410.156,-136.719,0
1594888272.429,-60.547,-19.043,-241.211,-140.137,0
1594888272.433,-53.711,-20.020,-83.008,-138.672,0
1594888272.437,-63.965,-23.438,-195.312,-130.859,0
1594888272.431,-88.379,-19.531,-350.586,-130.371,0
1594888272.435,-90.332,-24.902,-285.645,-138.184,0
1594888272.439,-79.590,-29.297,-68.848,-137.695,0
1594888272.443,-76.172,-26.367,4.883,-132.324,0
1594888272.447,-80.078,-28.809,-279.297,-122.559,0
1594888272.451,-84.473,-29.785,-354.492,-118.652,0
1594888272.455,-83.008,-24.902,-311.035,-112.305,0
1594888272.458,-84.473,-18.555,-255.859,-111.816,0
1594888272.462,-90.332,-19.531,-211.426,-110.840,0
1594888272.466,-103.027,-24.414,-402.832,-105.469,0
1594888272.470,-99.121,-23.926,-270.508,-97.656,0
1594888272.474,-86.914,-27.344,-2.930,-91.797,0
1594888272.487,-86.914,-25.879,-37.598,-97.168,0
1594888272.491,-95.215,-26.367,-318.359,-92.773,0
1594888272.495,-93.262,-29.785,-487.793,-86.426,0
1594888272.499,-81.543,-26.855,-206.055,-95.703,0
1594888272.503,-77.637,-21.973,-78.613,-105.469,0
1594888272.507,-83.496,-23.438,-222.656,-96.680,0
1594888272.511,-85.938,-24.902,-461.914,-80.566,0
1594888272.514,-75.684,-23.438,-473.633,-73.730,0
1594888272.518,-68.848,-22.949,-166.992,-72.754,0
1594888272.522,-83.496,-25.879,-186.035,-72.266,0
1594888272.526,-89.844,-27.832,-232.422,-68.359,0
1594888272.530,-71.777,-29.297,-315.918,-57.617,0
1594888272.526,-62.012,-27.832,-296.875,-57.129,0
1594888272.530,-69.824,-27.344,-264.648,-62.012,0
1594888272.534,-85.449,-28.809,-305.176,-63.965,0
1594888272.538,-96.680,-27.832,-227.051,-56.641,0
1594888272.542,-93.750,-28.320,-277.344,-48.340,0
1594888272.546,-91.309,-31.738,-268.066,-40.527,0
1594888272.550,-95.215,-33.691,-286.133,-35.645,0
1594888272.553,-89.844,-28.809,-255.859,-44.434,0
1594888272.557,-71.777,-27.344,-275.391,-56.641,0
1594888272.561,-75.684,-35.156,-381.348,-68.359,0
1594888272.565,-90.332,-34.668,-342.773,-87.891,0
1594888272.569,-89.844,-33.203,-262.695,-99.609,0
1594888272.581,-85.449,-37.598,-137.207,-101.562,0
1594888272.585,-77.148,-35.156,-248.535,-102.539,0
1594888272.589,-87.891,-29.785,-333.984,-99.609,0
1594888272.593,-109.863,-22.461,-279.297,-88.379,0
1594888272.597,-101.562,-23.926,-293.945,-83.984,0
1594888272.601,-87.891,-28.809,-283.203,-77.148,0
1594888272.605,-90.820,-29.785,-413.086,-68.848,0
1594888272.608,-96.680,-31.250,-642.090,-59.570,0
1594888272.612,-94.238,-29.785,-428.711,-54.199,0
1594888272.616,-80.566,-28.809,-74.219,-63.477,0
1594888272.620,-73.730,-28.809,-188.477,-64.453,0
1594888272.624,-88.867,-31.250,-351.562,-56.641,0
1594888272.618,-100.098,-33.203,-259.277,-63.477,0
1594888272.622,-87.402,-34.668,-230.957,-76.172,0
1594888272.626,-75.195,-32.227,-252.930,-72.266,0
1594888272.630,-81.543,-27.832,-300.293,-70.801,0
1594888272.634,-84.961,-35.645,-370.117,-92.285,0
1594888272.638,-75.684,-37.598,-361.816,-113.770,0
1594888272.642,-79.590,-30.273,-335.449,-127.930,0
1594888272.645,-91.309,-32.715,-331.543,-137.207,0
1594888272.649,-94.727,-39.062,-342.285,-144.043,0
1594888272.653,-83.984,-35.645,-506.836,-139.160,0
1594888272.657,-78.125,-35.645,-458.008,-141.602,0
1594888272.661,-91.309,-33.691,-287.109,-151.855,0
1594888272.675,-101.562,-30.762,-286.133,-157.715,0
1594888272.679,-109.375,-37.109,-319.336,-158.203,0
1594888272.683,-101.562,-36.133,-382.812,-154.297,0
1594888272.687,-96.191,-30.273,-232.910,-153.320,0
1594888272.691,-107.910,-29.297,-266.602,-147.461,0
1594888272.695,-99.121,-29.785,-301.270,-143.555,0
1594888272.699,-87.891,-36.133,-346.680,-141.113,0
1594888272.702,-86.914,-36.133,-540.039,-136.230,0
1594888272.706,-86.426,-32.227,-296.387,-131.836,0
1594888272.710,-95.215,-35.156,-21.973,-134.277,0
1594888272.714,-86.426,-29.297,-27.832,-133.301,0
1594888272.718,-72.754,-28.809,-259.277,-126.953,0
1594888272.712,-81.055,-35.156,-319.824,-132.812,0
1594888272.716,-90.332,-29.785,-220.215,-126.953,0
1594888272.720,-82.520,-25.391,-230.957,-118.652,0
1594888272.724,-79.590,-24.414,-222.168,-133.301,0
1594888272.728,-95.703,-28.320,-247.559,-154.297,0
1594888272.732,-109.375,-32.227,-341.797,-161.133,0
1594888272.736,-103.027,-30.273,-354.492,-153.320,0
1594888272.739,-88.379,-32.227,-197.754,-147.949,0
1594888272.743,-86.914,-36.133,-191.406,-151.367,0
1594888272.747,-101.074,-36.621,-368.164,-151.855,0
1594888272.751,-106.445,-42.480,-317.871,-152.344,0
1594888272.755,-85.449,-37.598,-186.523,-160.645,0
1594888272.769,-74.219,-28.320,-201.172,-159.180,2
1594888272.773,-86.914,-36.133,-391.602,-160.645,0
1594888272.777,-89.355,-38.086,-434.082,-169.434,0
1594888272.781,-94.727,-34.180,-253.418,-170.410,0
1594888272.785,-103.027,-35.156,-226.562,-164.062,0
1594888272.789,-99.121,-33.691,-232.422,-156.250,0
1594888272.793,-104.980,-33.691,-428.711,-147.461,0
1594888272.796,-96.680,-29.785,-574.219,-135.254,0
1594888272.800,-76.660,-22.461,-208.984,-141.602,0
1594888272.804,-70.801,-25.391,-19.531,-154.297,0
1594888272.808,-80.566,-25.879,-214.844,-152.344,0
1594888272.812,-86.914,-21.973,-354.980,-146.484,0
1594888272.806,-84.473,-25.391,-202.148,-144.043,0
1594888272.810,-89.355,-29.297,26.367,-134.766,0
1594888272.814,-97.168,-32.715,-7.812,-133.789,0
1594888272.818,-101.074,-34.668,-261.230,-137.207,0
1594888272.822,-86.914,-35.645,-354.980,-128.418,0
1594888272.826,-74.219,-33.691,-306.152,-125.000,0
1594888272.830,-86.426,-31.738,-299.805,-132.812,0
1594888272.833,-98.145,-34.180,-240.234,-131.836,0
1594888272.837,-95.703,-34.668,-196.289,-125.000,0
1594888272.841,-93.262,-32.227,-376.953,-124.023,0
1594888272.845,-93.262,-31.250,-358.887,-125.977,0
1594888272.849,-101.562,-30.762,-195.801,-126.465,0
1594888272.862,-109.863,-31.738,-288.086,-122.070,0
1594888272.866,-98.633,-36.133,-229.492,-115.723,0
1594888272.870,-87.891,-32.715,-253.418,-104.980,0
1594888272.874,-88.867,-32.227,-211.426,-109.375,0
1594888272.878,-87.891,-33.203,-282.227,-108.398,0
1594888272.882,-73.242,-34.668,-340.332,-96.680,0
1594888272.886,-60.059,-32.227,-388.672,-100.098,0
1594888272.889,-65.430,-27.832,-562.988,-101.562,0
1594888272.893,-74.707,-31.738,-373.047,-103.516,0
1594888272.897,-74.707,-37.109,-217.285,-104.980,0
1594888272.901,-69.824,-32.715,-88.379,-106.445,0
1594888272.905,-78.613,-35.156,-298.340,-101.074,0
1594888272.900,-90.820,-39.062,-440.430,-91.309,0
1594888272.904,-89.844,-32.715,-182.617,-86.426,0
1594888272.908,-83.008,-28.809,-71.289,-82.031,0
1594888272.912,-91.309,-30.273,-210.449,-89.355,0
1594888272.916,-104.980,-30.273,-373.535,-95.703,0
1594888272.920,-96.680,-26.367,-302.734,-107.910,0
1594888272.924,-87.891,-29.785,-187.988,-118.164,0
1594888272.927,-87.402,-29.297,-69.336,-123.535,0
1594888272.931,-95.215,-28.320,-266.113,-130.859,0
1594888272.935,-104.980,-29.297,-445.312,-137.207,0
1594888272.939,-99.121,-29.785,-252.441,-137.207,0
1594888272.943,-96.680,-32.715,-196.777,-130.859,0
1594888272.956,-104.004,-34.180,-223.633,-120.605,0
1594888272.960,-104.492,-31.250,-321.777,-97.168,0
1594888272.964,-91.309,-29.297,-349.609,-87.402,0
1594888272.968,-84.961,-33.691,-132.324,-93.750,0
1594888272.972,-91.309,-31.738,-262.695,-93.750,0
1594888272.976,-102.539,-28.320,-370.117,-85.938,0
1594888272.980,-97.168,-25.391,-365.723,-83.496,0
1594888272.983,-77.148,-21.484,-500.977,-86.914,0
1594888272.987,-79.102,-29.785,-327.148,-83.984,0
1594888272.991,-94.727,-28.320,-128.418,-88.379,0
1594888272.995,-87.402,-23.926,-93.262,-87.891,0
1594888272.999,-77.148,-29.297,-174.805,-82.520,0
1594888272.995,-84.961,-30.273,-210.449,-93.262,0
1594888272.999,-98.145,-29.297,-253.906,-110.840,0
1594888273.003,-94.238,-28.809,-274.902,-107.910,0
1594888273.007,-83.496,-28.809,-221.680,-111.816,0
1594888273.011,-84.473,-28.809,-345.215,-129.395,0
1594888273.015,-86.914,-26.367,-445.312,-135.254,0
1594888273.019,-96.191,-21.973,-394.043,-139.160,0
1594888273.022,-94.238,-25.879,-202.637,-139.648,0
1594888273.026,-80.566,-29.297,-90.820,-155.762,0
1594888273.030,-83.984,-24.902,-315.918,-169.434,0
1594888273.034,-86.426,-22.949,-313.965,-164.062,0
1594888273.038,-87.402,-30.273,-186.035,-164.551,0
1594888273.050,-87.402,-31.738,-84.961,-166.504,0
1594888273.054,-93.262,-24.414,-185.547,-165.527,0
1594888273.058,-103.027,-25.879,-405.273,-164.062,0
1594888273.062,-100.098,-30.273,-316.895,-164.551,0
1594888273.066,-93.262,-33.691,-277.832,-164.062,0
1594888273.070,-96.191,-35.645,-308.105,-163.086,0
1594888273.074,-102.539,-38.086,-421.387,-158.203,0
1594888273.077,-101.074,-36.621,-672.363,-153.320,0
1594888273.081,-88.867,-31.738,-451.172,-150.391,0
1594888273.085,-81.543,-30.762,-100.586,-148.926,0
1594888273.089,-97.656,-33.203,-213.867,-153.320,0
1594888273.093,-107.422,-32.715,-338.867,-145.996,0
1594888273.087,-98.145,-32.715,-243.652,-133.301,0
1594888273.091,-91.309,-32.715,-180.664,-125.000,0
1594888273.095,-87.891,-38.574,-156.250,-122.070,0
1594888273.099,-83.984,-37.598,-250.000,-126.953,0
1594888273.103,-86.426,-33.203,-352.051,-122.559,0
1594888273.107,-82.520,-38.574,-296.875,-112.793,0
1594888273.111,-78.613,-37.109,-283.691,-113.281,0
1594888273.114,-95.703,-31.250,-269.043,-110.840,0
1594888273.118,-102.051,-30.762,-234.863,-92.285,0
1594888273.122,-86.914,-29.297,-444.336,-82.520,0
1594888273.126,-88.867,-26.367,-420.898,-90.332,0
1594888273.130,-96.191,-31.250,-235.840,-89.844,0
1594888273.143,-94.238,-36.133,-236.816,-94.727,0
1594888273.147,-82.031,-32.715,-255.371,-92.773,0
1594888273.151,-75.195,-31.250,-339.355,-78.613,0
1594888273.155,-84.961,-29.785,-271.973,-77.637,0
1594888273.159,-100.586,-30.762,-323.242,-76.172,0
1594888273.163,-95.703,-35.156,-339.355,-79.102,0
1594888273.167,-87.891,-31.250,-398.926,-77.148,0
1594888273.170,-89.844,-27.832,-548.340,-61.523,0
1594888273.174,-97.168,-28.809,-402.344,-67.383,0
1594888273.178,-98.633,-28.809,-274.414,-73.730,0
1594888273.182,-79.590,-26.855,-116.699,-69.824,0
1594888273.186,-71.777,-27.832,-220.703,-73.242,0
1594888273.181,-87.402,-26.367,-335.938,-74.219,0
1594888273.185,-85.449,-24.902,-228.027,-65.430,0
1594888273.189,-74.707,-27.832,-180.176,-61.523,0
1594888273.193,-74.707,-30.273,-177.246,-80.566,0
1594888273.197,-78.613,-30.273,-260.254,-89.355,0
1594888273.201,-89.355,-32.715,-272.949,-83.984,0
1594888273.205,-83.984,-31.250,-255.371,-84.961,0
1594888273.208,-75.684,-25.391,-73.730,-86.426,0
1594888273.212,-95.215,-27.344,-182.617,-95.215,0
1594888273.216,-108.398,-34.180,-451.172,-100.098,0
1594888273.220,-99.609,-34.668,-284.668,-100.586,0
1594888273.224,-87.891,-33.691,-255.859,-99.121,0
1594888273.237,-92.285,-36.621,-248.047,-103.027,0
1594888273.241,-91.309,-32.227,-294.434,-100.586,0
1594888273.245,-93.750,-33.203,-341.309,-86.426,0
1594888273.249,-97.656,-38.574,-44.922,-92.773,0
1594888273.253,-101.562,-39.062,-6.348,-90.820,0
1594888273.257,-125.977,-37.109,-256.836,-87.891,0
1594888273.261,-127.930,-32.715,-488.770,-90.332,0
1594888273.264,-107.910,-35.645,-533.691,-87.891,0
1594888273.268,-99.121,-37.109,-226.562,-94.238,0
1594888273.272,-101.562,-31.738,-11.230,-101.074,0
1594888273.276,-103.027,-29.297,-159.668,-101.074,0
1594888273.280,-93.262,-28.320,-266.602,-99.609,0
1594888273.275,-80.566,-28.809,-37.598,-94.727,0
1594888273.279,-88.867,-27.344,-88.379,-95.703,0
1594888273.283,-101.562,-30.762,-314.453,-100.098,0
1594888273.287,-96.191,-35.156,-318.359,-92.773,0
1594888273.291,-88.867,-36.133,-333.496,-80.566,0
1594888273.295,-92.285,-37.598,-343.262,-78.125,0
1594888273.299,-106.445,-33.691,-316.895,-77.148,0
1594888273.302,-106.445,-32.715,-143.555,-81.543,0
1594888273.306,-84.473,-36.133,23.926,-82.520,0
1594888273.310,-83.496,-35.645,-207.031,-81.055,0
1594888273.314,-101.562,-34.668,-269.043,-83.496,0
1594888273.318,-102.051,-39.062,-191.406,-84.473,0
1594888273.331,-88.867,-40.039,-164.551,-83.984,0
1594888273.335,-83.496,-32.715,-192.871,-77.637,0
1594888273.339,-93.262,-33.691,-319.824,-77.148,0
1594888273.343,-101.562,-34.668,-212.402,-72.266,0
1594888273.347,-96.191,-34.180,-242.188,-64.453,0
1594888273.351,-82.520,-33.691,-222.168,-74.707,0
1594888273.355,-81.543,-27.832,-339.844,-85.449,0
1594888273.358,-101.074,-29.297,-658.691,-83.984,0
1594888273.362,-104.980,-30.762,-411.133,-83.496,0
1594888273.366,-85.938,-25.391,-135.742,-83.008,0
1594888273.370,-85.449,-25.879,-202.637,-85.938,0
1594888273.374,-92.773,-31.250,-365.234,-85.938,0
1594888273.368,-89.844,-30.273,-308.105,-77.148,0
1594888273.372,-74.707,-28.809,-132.812,-78.125,0
1594888273.376,-71.289,-28.320,-203.125,-89.844,0
1594888273.380,-88.867,-31.250,-273.926,-104.004,0
1594888273.384,-91.797,-32.715,-331.055,-102.539,0
1594888273.388,-84.473,-32.715,-323.242,-100.586,0
1594888273.392,-82.520,-32.227,-242.188,-104.492,0
1594888273.395,-89.844,-29.785,-224.609,-102.051,0
1594888273.399,-103.516,-34.668,-346.680,-117.676,0
1594888273.403,-94.727,-36.133,-533.691,-119.141,0
1594888273.407,-78.125,-29.297,-404.785,-97.656,0
1594888273.411,-76.172,-30.762,-152.832,-94.238,0
1594888273.425,-83.008,-36.133,-237.305,-93.262,0
1594888273.429,-79.590,-34.180,-355.957,-87.402,0
1594888273.433,-67.383,-38.086,-317.871,-90.332,0
1594888273.437,-68.848,-41.016,-171.387,-98.145,0
1594888273.441,-88.379,-40.039,-288.574,-104.004,0
1594888273.445,-102.539,-36.133,-364.746,-104.980,0
1594888273.449,-100.098,-35.645,-405.762,-99.609,0
1594888273.452,-99.609,-35.156,-555.664,-97.656,0
1594888273.456,-103.516,-32.715,-379.395,-96.191,0
1594888273.460,-109.375,-33.691,-209.473,-96.191,0
1594888273.464,-101.074,-31.738,-182.617,-104.492,0
1594888273.468,-83.008,-33.203,-184.082,-110.352,0
1594888273.463,-90.332,-34.668,-217.285,-112.305,0
1594888273.467,-102.051,-30.762,-250.977,-118.164,0
1594888273.471,-91.797,-26.367,-173.828,-126.465,0
1594888273.475,-80.566,-30.273,-164.062,-113.281,0
1594888273.479,-75.684,-38.086,-337.891,-106.934,0
1594888273.483,-77.637,-32.715,-377.441,-116.211,0
1594888273.487,-81.055,-28.320,-257.812,-110.840,0
1594888273.490,-69.824,-27.832,-130.371,-105.957,0
1594888273.494,-70.801,-31.738,-224.609,-106.445,0
1594888273.498,-92.285,-33.203,-464.355,-104.004,0
1594888273.502,-96.191,-25.391,-418.457,-93.750,0
1594888273.506,-88.379,-29.785,-244.141,-89.355,0
1594888273.520,-88.867,-35.156,-165.039,-91.309,0
